start_ip,end_ip,join_key,city,region,country,latitude,longitude,postal_code,timezone
2a15:35a3::,2a15:35a3:3fff:ffff:ffff:ffff:ffff:ffff,2a15:35a3::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
142.122.84.246,142.122.84.247,142.122.0.0,Toronto,Ontario,CA,43.70643,-79.39864,M5A,America/Toronto
64.229.196.246,64.229.196.248,64.229.0.0,Brockville,Ontario,CA,44.59132,-75.68705,K6V,America/Toronto
2409:4080:958e:ee00::,2409:4080:958e:eeff:ffff:ffff:ffff:ffff,2409:4080:8000::,Kapadvanj,Gujarat,IN,23.02302,73.07113,387001,Asia/Kolkata
2409:4081:2d91:e000::,2409:4081:2d91:e0ff:ffff:ffff:ffff:ffff,2409:4081::,Ashta,Maharashtra,IN,16.94943,74.40936,413504,Asia/Kolkata
280c:20a7:8000::,280c:20a7:bfff:ffff:ffff:ffff:ffff:ffff,280c:20a7:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
240d:15ae:4000::,240d:15ae:7fff:ffff:ffff:ffff:ffff:ffff,240d:15ae:4000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
200.148.35.100,200.148.35.100,200.148.0.0,Presidente Bernardes,São Paulo,BR,-22.00611,-51.55306,19300-000,America/Sao_Paulo
71.83.133.108,71.83.133.111,71.83.0.0,Riverside,California,US,33.9315,-117.4119,92504,America/Los_Angeles
173.144.80.0,173.144.80.255,173.144.0.0,East Hampton,Virginia,US,37.03737,-76.33161,23663,America/New_York
2a08:d9b0::,2a08:d9b0:3fff:ffff:ffff:ffff:ffff:ffff,2a08:d9b0::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
117.208.57.48,117.208.57.48,117.208.0.0,Una,Gujarat,IN,20.82318,71.03795,362560,Asia/Kolkata
2607:d970:8000::,2607:d970:bfff:ffff:ffff:ffff:ffff:ffff,2607:d970:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
240e:352:348:b800::,240e:352:348:b8ff:ffff:ffff:ffff:ffff,240e:352::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
2601:3acf:8000::,2601:3acf:bfff:ffff:ffff:ffff:ffff:ffff,2601:3acf:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2a04:4a43:97ef:ff7b::,2a04:4a43:97ef:ff7b:ffff:ffff:ffff:ffff,2a04:4a43:8000::,London,England,GB,51.50853,-0.12574,E1W,Europe/London
87.245.248.60,87.245.248.63,87.245.0.0,London,England,GB,51.50853,-0.12574,E1W,Europe/London
12.138.220.96,12.138.220.103,12.138.0.0,San Antonio,Texas,US,29.5563,-98.3643,78233,America/Chicago
46.211.94.64,46.211.94.74,46.211.0.0,Lviv,Lviv,UA,49.83826,24.02324,79000,Europe/Kyiv
50.102.16.174,50.102.16.174,50.102.0.0,Portage,Indiana,US,41.57587,-87.17615,46368,America/Chicago
2a00:bd1c::,2a00:bd1c:3fff:ffff:ffff:ffff:ffff:ffff,2a00:bd1c::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2a1b:d8b5:c000::,2a1b:d8b5:ffff:ffff:ffff:ffff:ffff:ffff,2a1b:d8b5:c000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
241a:1ac4:c000::,241a:1ac4:ffff:ffff:ffff:ffff:ffff:ffff,241a:1ac4:c000::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2405:204:a58f:6e00::,2405:204:a58f:6eff:ffff:ffff:ffff:ffff,2405:204:8000::,Rānīpur,Uttar Pradesh,IN,25.25034,79.06204,284205,Asia/Kolkata
103.158.209.128,103.158.209.191,103.158.0.0,Cileungsir,West Java,ID,-6.39472,106.95917,,Asia/Jakarta
240e:341:a649:8800::,240e:341:a649:c9ff:ffff:ffff:ffff:ffff,240e:341:8000::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
2607:fa49:9d01:100::,2607:fa49:9d01:ffff:ffff:ffff:ffff:ffff,2607:fa49:8000::,Boucherville,Quebec,CA,45.59104,-73.43605,J4B,America/Toronto
2417:f49c::,2417:f49c:3fff:ffff:ffff:ffff:ffff:ffff,2417:f49c::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
2a1d:7068:8000::,2a1d:7068:bfff:ffff:ffff:ffff:ffff:ffff,2a1d:7068:8000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2404:7ac0:4213::,2404:7ac0:4213:ffff:ffff:ffff:ffff:ffff,2404:7ac0:4000::,Hong Kong,,HK,22.27832,114.17469,999077,Asia/Hong_Kong
110.66.56.96,110.66.56.127,110.66.0.0,Yokohama,Kanagawa,JP,35.43333,139.65,220-8588,Asia/Tokyo
2802:488f:8000::,2802:488f:bfff:ffff:ffff:ffff:ffff:ffff,2802:488f:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
50.223.50.176,50.223.50.191,50.223.0.0,College Park,Georgia,US,33.65344,-84.44937,30337,America/New_York
201.43.11.39,201.43.11.39,201.43.0.0,São Carlos,São Paulo,BR,-22.0175,-47.89083,13560-000,America/Sao_Paulo
158.46.200.128,158.46.200.255,158.46.0.0,Chattogram,Chittagong,BD,22.3384,91.83168,4000,Asia/Dhaka
2001:2d8:f230:d300::,2001:2d8:f230:d4ff:ffff:ffff:ffff:ffff,2001:2d8:c000::,Seoul,Seoul,KR,37.566,126.9784,03141,Asia/Seoul
2609:8df:8000::,2609:8df:bfff:ffff:ffff:ffff:ffff:ffff,2609:8df:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
260a:3555:8000::,260a:3555:bfff:ffff:ffff:ffff:ffff:ffff,260a:3555:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2801:8b54:8000::,2801:8b54:bfff:ffff:ffff:ffff:ffff:ffff,2801:8b54:8000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
123.138.108.150,123.138.108.151,123.138.0.0,Shenzhen,Guangdong,CN,22.54554,114.0683,518000,Asia/Shanghai
2409:895c:89a5:1000::,2409:895c:89a5:ffff:ffff:ffff:ffff:ffff,2409:895c:8000::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
2a1b:89d:4000::,2a1b:89d:7fff:ffff:ffff:ffff:ffff:ffff,2a1b:89d:4000::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
2804:1c8:af5::,2804:1c8:af5:ff:ffff:ffff:ffff:ffff,2804:1c8::,Tramandaí,Rio Grande do Sul,BR,-29.98472,-50.13361,95590-000,America/Sao_Paulo
113.149.104.128,113.149.104.143,113.149.0.0,Kawasaki,Kanagawa,JP,35.52056,139.71722,205-0021,Asia/Tokyo
124.45.60.198,124.45.60.199,124.45.0.0,Miyazaki,Miyazaki,JP,31.91667,131.41667,880-0000,Asia/Tokyo
70.29.122.201,70.29.122.201,70.29.0.0,Huntsville,Ontario,CA,45.33341,-79.21632,P1H,America/Toronto
59.126.208.64,59.126.208.127,59.126.0.0,Changhua,Taiwan,TW,24.0692,120.5512,,Asia/Taipei
195.224.116.90,195.224.116.95,195.224.0.0,Solihull,England,GB,52.4447,-1.8229,B27,Europe/London
240e:379:284b:b700::,240e:379:284b:b7ff:ffff:ffff:ffff:ffff,240e:379::,Foshan,Guangdong,CN,23.02677,113.13148,528000,Asia/Shanghai
70.43.132.67,70.43.132.67,70.43.0.0,Savannah,Georgia,US,32.08354,-81.09983,31402,America/New_York
80.125.66.252,80.125.66.255,80.125.0.0,Paris,Île-de-France,FR,48.85341,2.3488,75000,Europe/Paris
73.163.232.83,73.163.232.83,73.163.0.0,New Carrollton,Maryland,US,38.96983,-76.87997,20706,America/New_York
2609:6d0d:8000::,2609:6d0d:bfff:ffff:ffff:ffff:ffff:ffff,2609:6d0d:8000::,New York City,New York,US,40.71427,-74.00597,10001,America/New_York
2409:8a4c:e:5400::,2409:8a4c:e:57ff:ffff:ffff:ffff:ffff,2409:8a4c::,Shanghai,Shanghai,CN,31.22222,121.45806,200000,Asia/Shanghai
2801:ac2e:c000::,2801:ac2e:ffff:ffff:ffff:ffff:ffff:ffff,2801:ac2e:c000::,Montevideo,Montevideo Department,UY,-34.90328,-56.18816,11100,America/Montevideo
86.144.6.16,86.144.6.87,86.144.0.0,Middlesbrough,England,GB,54.57623,-1.23483,TS1,Europe/London
104.226.63.0,104.226.63.127,104.226.0.0,West Hartford,Connecticut,US,41.76204,-72.74204,06107,America/New_York
71.223.112.158,71.223.112.158,71.223.0.0,Phoenix,Arizona,US,33.44838,-112.07404,85001,America/Phoenix
2a1a:4612::,2a1a:4612:3fff:ffff:ffff:ffff:ffff:ffff,2a1a:4612::,Amsterdam,North Holland,NL,52.37403,4.88969,1012,Europe/Amsterdam
207.59.150.98,207.59.150.129,207.59.0.0,Little Rock,Arkansas,US,34.7871,-92.4222,72212,America/Chicago
241f:c2db::,241f:c2db:3fff:ffff:ffff:ffff:ffff:ffff,241f:c2db::,Sydney,New South Wales,AU,-33.86785,151.20732,1001,Australia/Sydney
69.144.183.144,69.144.183.155,69.144.0.0,Whitefish,Montana,US,48.41108,-114.33763,59937,America/Denver
1.0.104.24,1.0.104.25,1.0.0.0,Matsue,Shimane,JP,35.48333,133.05,690-0801,Asia/Tokyo
